"Step","Purple_resnet18 - Report.accuracy","Purple_resnet18 - Report.accuracy__MIN","Purple_resnet18 - Report.accuracy__MAX","Green_resnet18 - Report.accuracy","Green_resnet18 - Report.accuracy__MIN","Green_resnet18 - Report.accuracy__MAX","Red_resnet18 - Report.accuracy","Red_resnet18 - Report.accuracy__MIN","Red_resnet18 - Report.accuracy__MAX","Fluor_resnet18 - Report.accuracy","Fluor_resnet18 - Report.accuracy__MIN","Fluor_resnet18 - Report.accuracy__MAX"
"0","0.9529902231189326","0.9529902231189326","0.9529902231189326","0.9437380139609252","0.9437380139609252","0.9437380139609252","0.939646258590221","0.939646258590221","0.939646258590221","0.9281104401763788","0.9281104401763788","0.9281104401763788"
