"Step","Purple_resnet18 - Report.macro avg_f1-score","Purple_resnet18 - Report.macro avg_f1-score__MIN","Purple_resnet18 - Report.macro avg_f1-score__MAX","Green_resnet18 - Report.macro avg_f1-score","Green_resnet18 - Report.macro avg_f1-score__MIN","Green_resnet18 - Report.macro avg_f1-score__MAX","Red_resnet18 - Report.macro avg_f1-score","Red_resnet18 - Report.macro avg_f1-score__MIN","Red_resnet18 - Report.macro avg_f1-score__MAX","Fluor_resnet18 - Report.macro avg_f1-score","Fluor_resnet18 - Report.macro avg_f1-score__MIN","Fluor_resnet18 - Report.macro avg_f1-score__MAX"
"0","0.7633307381643502","0.7633307381643502","0.7633307381643502","0.7344008406659406","0.7344008406659406","0.7344008406659406","0.7364691705706659","0.7364691705706659","0.7364691705706659","0.652544520120927","0.652544520120927","0.652544520120927"
